year,flu week,MA rate,MA pop,MA count,MA weighted rate,BE rate,BE count,BE pop,BE weighted rate,SB rate,SB count,SB pop,SB weighted rate,JE rate,JE count,JE pop,JE weighted rate,GA rate,GA count,GA pop,GA weighted rate
6.0,12.0,0.0,7922.0,0.0,6.53990378818994e-13,0.0,0.0,9288.0,5.823918883790626e-12,0.0,0.0,34488.0,6.959063852362235e-06,0.0,0.0,11553.0,7.603513311325525e-14,0.0,0.0,100334.0,3.89147002228783e-11
6.0,13.0,0.000126231,7922.0,1.0,5.049240039239423e-05,0.00010766600000000001,1.0,9288.0,4.306640349435134e-05,0.0,0.0,34488.0,4.175438311417341e-06,0.0,0.0,11553.0,4.5621079867953154e-14,2.99e-05,3.0,100334.0,1.1960023348820135e-05
6.0,14.0,0.0,7922.0,0.0,3.029544023543654e-05,0.0,0.0,9288.0,2.5839842096610804e-05,0.0,0.0,34488.0,2.5052629868504047e-06,0.0,0.0,11553.0,2.7372647920771892e-14,0.00016943400000000002,17.0,100334.0,7.494961400929209e-05
6.0,15.0,0.000126231,7922.0,1.0,6.866966414126193e-05,0.00010766600000000001,1.0,9288.0,5.857030525796649e-05,5.7991e-05,2.0,34488.0,2.4699557792110242e-05,8.6558e-05,1.0,11553.0,3.462320001642359e-05,0.000159467,16.0,100334.0,0.00010875656840557527
6.0,16.0,0.000126231,7922.0,1.0,9.169419848475716e-05,0.000322997,3.0,9288.0,0.00016434098315477988,5.7991e-05,2.0,34488.0,3.801613467526615e-05,0.0,0.0,11553.0,2.077392000985415e-05,0.00035880199999999997,36.0,100334.0,0.00020877474104334513
6.0,17.0,0.0,7922.0,0.0,5.5016519090854295e-05,0.00129199,12.0,9288.0,0.000615400589892868,2.8995999999999998e-05,1.0,34488.0,3.440808080515969e-05,0.0,0.0,11553.0,1.2464352005912489e-05,0.0005780690000000001,58.0,100334.0,0.0003564924446260071
6.0,18.0,0.000504923,7922.0,4.0,0.0002349791114545126,0.0023686479999999997,22.0,9288.0,0.0013166995539357208,0.000347947,12.0,34488.0,0.00015982364848309583,0.0,0.0,11553.0,7.478611203547493e-06,0.000388702,39.0,100334.0,0.00036937626677560425
6.0,19.0,0.000252461,7922.0,2.0,0.00024197186687270757,0.001830319,17.0,9288.0,0.0015221473323614324,0.00028995599999999996,10.0,34488.0,0.00021187658908985746,0.000173115,2.0,11553.0,7.37331667221285e-05,0.000368768,37.0,100334.0,0.0003691329600653626
6.0,20.0,0.00037869199999999997,7922.0,3.0,0.00029665992012362454,0.000538329,5.0,9288.0,0.0011286199994168594,0.00020296900000000003,7.0,34488.0,0.0002083135534539145,8.6558e-05,1.0,11553.0,7.88631000332771e-05,0.000508302,51.0,100334.0,0.00042480057603921755
6.0,21.0,0.001262307,7922.0,10.0,0.0006829187520741748,0.001830319,17.0,9288.0,0.0014092995996501157,0.000492925,17.0,34488.0,0.0003221581320723487,8.6558e-05,1.0,11553.0,8.194106001996626e-05,0.000428569,43.0,100334.0,0.00042630794562353055
6.0,22.0,0.001009846,7922.0,8.0,0.0008136896512445049,0.001399655,13.0,9288.0,0.0014054417597900695,0.0008988630000000001,31.0,34488.0,0.0005528400792434092,0.0,0.0,11553.0,4.9164636011979755e-05,0.000737537,74.0,100334.0,0.0005507995673741183
6.0,23.0,0.0,7922.0,0.0,0.0004882137907467029,0.00129199,12.0,9288.0,0.0013600610558740416,0.00072489,25.0,34488.0,0.0006216600475460456,8.6558e-05,1.0,11553.0,6.412198160718785e-05,0.0008372039999999999,84.0,100334.0,0.0006653613404244709
6.0,24.0,0.0,7922.0,0.0,0.00029292827444802173,0.000430663,4.0,9288.0,0.0009883018335244249,0.00020296900000000003,7.0,34488.0,0.00045418362852762734,0.0,0.0,11553.0,3.8473188964312706e-05,0.000488369,49.0,100334.0,0.0005945644042546826
6.0,25.0,0.000252461,7922.0,2.0,0.00027674136466881305,0.00021533200000000002,2.0,9288.0,0.0006791139001146549,0.00028995599999999996,10.0,34488.0,0.00038849257711657636,0.0,0.0,11553.0,2.3083913378587623e-05,0.000607969,61.0,100334.0,0.0005999262425528095
6.0,26.0,0.000252461,7922.0,2.0,0.00026702921880128786,0.00010766600000000001,1.0,9288.0,0.0004505347400687929,0.00040593800000000006,14.0,34488.0,0.0003954707462699459,0.0,0.0,11553.0,1.3850348027152573e-05,0.00017940099999999999,18.0,100334.0,0.0004317161455316857
6.0,27.0,0.00037869199999999997,7922.0,3.0,0.0003116943312807727,0.000322997,3.0,9288.0,0.0003995196440412757,0.000115982,4.0,34488.0,0.0002836752477619675,0.0,0.0,11553.0,8.310208816291544e-06,0.000149501,15.0,100334.0,0.00031883008731901143
6.0,28.0,0.00037869199999999997,7922.0,3.0,0.0003384933987684636,0.0,0.0,9288.0,0.0002397117864247654,5.7991e-05,2.0,34488.0,0.0001934015486571805,0.000259673,3.0,11553.0,0.00010885532528977492,0.00020930099999999998,21.0,100334.0,0.0002750184523914068
6.0,29.0,0.000126231,7922.0,1.0,0.00025358843926107815,0.00010766600000000001,1.0,9288.0,0.00018689347185485924,0.0,0.0,34488.0,0.0001160409291943083,8.6558e-05,1.0,11553.0,9.993639517386494e-05,0.00018936799999999998,19.0,100334.0,0.00024075827143484407
6.0,30.0,0.000126231,7922.0,1.0,0.0002026454635566469,0.0,0.0,9288.0,0.00011213608311291554,0.00014497799999999998,5.0,34488.0,0.00012761575751658497,0.0,0.0,11553.0,5.9961837104318965e-05,0.000129567,13.0,100334.0,0.00019628176286090642
6.0,31.0,0.0,7922.0,0.0,0.00012158727813398813,0.000322997,3.0,9288.0,0.0001964804498677493,5.7991e-05,2.0,34488.0,9.976585450995098e-05,0.0,0.0,11553.0,3.597710226259138e-05,7.973399999999999e-05,8.0,100334.0,0.00014966265771654383
6.0,32.0,0.0,7922.0,0.0,7.295236688039288e-05,0.0,0.0,9288.0,0.00011788826992064957,5.7991e-05,2.0,34488.0,8.305591270597059e-05,0.0,0.0,11553.0,2.1586261357554827e-05,7.973399999999999e-05,8.0,100334.0,0.0001216911946299263
6.0,33.0,0.0,7922.0,0.0,4.377142012823573e-05,0.0,0.0,9288.0,7.073296195238975e-05,0.0,0.0,34488.0,4.983354762358235e-05,8.6558e-05,1.0,11553.0,4.7574956814532893e-05,1.9933e-05,2.0,100334.0,8.098791677795577e-05
6.0,34.0,0.0,7922.0,0.0,2.6262852076941435e-05,0.0,0.0,9288.0,4.243977717143385e-05,0.0,0.0,34488.0,2.9900128574149406e-05,0.0,0.0,11553.0,2.8544974088719736e-05,6.9767e-05,7.0,100334.0,7.649955006677346e-05
6.0,35.0,0.0,7922.0,0.0,1.575771124616486e-05,0.00010766600000000001,1.0,9288.0,6.853026630286032e-05,0.00017397400000000003,6.0,34488.0,8.752967714448966e-05,0.0,0.0,11553.0,1.712698445323184e-05,0.000109634,11.0,100334.0,8.975333004006408e-05
6.0,36.0,0.0,7922.0,0.0,9.454626747698915e-06,0.0,0.0,9288.0,4.1118159781716194e-05,0.000115982,4.0,34488.0,9.89106062866938e-05,0.0,0.0,11553.0,1.0276190671939103e-05,3.9866999999999996e-05,4.0,100334.0,6.979879802403844e-05
6.0,37.0,0.0,7922.0,0.0,5.672776048619349e-06,0.00010766600000000001,1.0,9288.0,6.773729586902972e-05,8.698700000000001e-05,3.0,34488.0,9.414116377201629e-05,0.0,0.0,11553.0,6.165714403163462e-06,7.973399999999999e-05,8.0,100334.0,7.377287881442306e-05
6.0,38.0,0.0,7922.0,0.0,3.4036656291716096e-06,0.00021533200000000002,2.0,9288.0,0.00012677517752141785,0.000231965,8.0,34488.0,0.00014927069826320977,8.6558e-05,1.0,11553.0,3.8322628641898076e-05,4.9834e-05,5.0,100334.0,6.419732728865383e-05
6.0,39.0,0.0,7922.0,0.0,2.0421993775029655e-06,0.0,0.0,9288.0,7.60651065128507e-05,0.0,0.0,34488.0,8.956241895792585e-05,0.0,0.0,11553.0,2.2993577185138844e-05,2.99e-05,3.0,100334.0,5.04783963731923e-05
6.0,40.0,0.0,7922.0,0.0,1.2253196265017793e-06,0.0,0.0,9288.0,4.563906390771042e-05,0.0,0.0,34488.0,5.373745137475551e-05,0.0,0.0,11553.0,1.3796146311083306e-05,9.967e-06,1.0,100334.0,3.427383782391538e-05
6.0,41.0,0.0,7922.0,0.0,7.351917759010676e-07,0.0,0.0,9288.0,2.738343834462625e-05,0.0,0.0,34488.0,3.22424708248533e-05,0.0,0.0,11553.0,8.277687786649984e-06,0.0,0.0,100334.0,2.0564302694349225e-05
6.0,42.0,0.0,7922.0,0.0,4.4111506554064055e-07,0.0,0.0,9288.0,1.643006300677575e-05,0.0,0.0,34488.0,1.934548249491198e-05,0.0,0.0,11553.0,4.96661267198999e-06,0.0,0.0,100334.0,1.2338581616609535e-05
6.0,43.0,0.0,7922.0,0.0,2.646690393243843e-07,0.0,0.0,9288.0,9.85803780406545e-06,0.0,0.0,34488.0,1.1607289496947188e-05,0.0,0.0,11553.0,2.979967603193994e-06,0.0,0.0,100334.0,7.4031489699657204e-06
6.0,44.0,0.0,7922.0,0.0,1.5880142359463057e-07,0.0,0.0,9288.0,5.91482268243927e-06,0.0,0.0,34488.0,6.964373698168312e-06,0.0,0.0,11553.0,1.7879805619163962e-06,0.0,0.0,100334.0,4.441889381979432e-06
6.0,45.0,0.0,7922.0,0.0,9.528085415677834e-08,0.0,0.0,9288.0,3.5488936094635617e-06,0.0,0.0,34488.0,4.178624218900987e-06,0.0,0.0,11553.0,1.0727883371498377e-06,0.0,0.0,100334.0,2.665133629187659e-06
6.0,46.0,0.0,7922.0,0.0,5.7168512494067e-08,0.0,0.0,9288.0,2.129336165678137e-06,0.0,0.0,34488.0,2.507174531340592e-06,0.0,0.0,11553.0,6.436730022899026e-07,0.0,0.0,100334.0,1.5990801775125954e-06
6.0,47.0,0.0,7922.0,0.0,3.43011074964402e-08,0.0,0.0,9288.0,1.2776016994068822e-06,0.0,0.0,34488.0,1.504304718804355e-06,0.0,0.0,11553.0,3.8620380137394157e-07,0.0,0.0,100334.0,9.594481065075573e-07
6.0,48.0,0.0,7922.0,0.0,2.0580664497864122e-08,0.0,0.0,9288.0,7.665610196441293e-07,0.0,0.0,34488.0,9.02582831282613e-07,0.0,0.0,11553.0,2.3172228082436494e-07,0.0,0.0,100334.0,5.756688639045344e-07
6.0,49.0,0.0,7922.0,0.0,1.2348398698718473e-08,0.0,0.0,9288.0,4.5993661178647757e-07,0.0,0.0,34488.0,5.415496987695678e-07,0.0,0.0,11553.0,1.3903336849461897e-07,0.0,0.0,100334.0,3.454013183427206e-07
6.0,50.0,0.0,7922.0,0.0,7.409039219231084e-09,0.0,0.0,9288.0,2.7596196707188655e-07,0.0,0.0,34488.0,3.2492981926174066e-07,0.0,0.0,11553.0,8.342002109677138e-08,0.0,0.0,100334.0,2.0724079100563238e-07
6.0,51.0,0.0,7922.0,0.0,4.44542353153865e-09,0.0,0.0,9288.0,1.6557718024313193e-07,0.0,0.0,34488.0,1.9495789155704438e-07,0.0,0.0,11553.0,5.005201265806283e-08,0.0,0.0,100334.0,1.243444746033794e-07
6.0,52.0,0.0,7922.0,0.0,2.66725411892319e-09,0.0,0.0,9288.0,9.934630814587915e-08,0.0,0.0,34488.0,1.1697473493422663e-07,0.0,0.0,11553.0,3.00312075948377e-08,0.0,0.0,100334.0,7.460668476202764e-08
7.0,1.0,0.0,7969.0,0.0,1.600352471353914e-09,0.0,0.0,9288.0,5.960778488752749e-08,0.0,0.0,34488.0,7.018484096053598e-08,0.0,0.0,11553.0,1.801872455690262e-08,0.0,0.0,100334.0,4.476401085721658e-08
7.0,2.0,0.0,7969.0,0.0,9.602114828123482e-10,0.0,0.0,9444.0,3.576467093251649e-08,0.0,0.0,34467.0,4.211090457632158e-08,0.0,0.0,11770.0,1.081123473414157e-08,0.0,0.0,104072.0,2.6858406514329945e-08
7.0,3.0,0.000125486,7969.0,1.0,5.0194976126889693e-05,0.00010588700000000001,1.0,9444.0,4.237625880255952e-05,0.0,0.0,34467.0,2.526654274579295e-08,0.0,0.0,11770.0,6.486740840484942e-09,0.0,0.0,104072.0,1.6115043908597965e-08
7.0,4.0,0.0,7969.0,0.0,3.0116985676133813e-05,0.000211775,2.0,9444.0,0.00011013575528153572,0.0,0.0,34467.0,1.5159925647475767e-08,0.0,0.0,11770.0,3.892044504290965e-09,1.9217e-05,2.0,104072.0,7.69646902634516e-06
7.0,5.0,0.0,7969.0,0.0,1.8070191405680288e-05,0.0,0.0,9444.0,6.608145316892143e-05,0.0,0.0,34467.0,9.09595538848546e-09,0.0,0.0,11770.0,2.3352267025745788e-09,2.8825999999999998e-05,3.0,104072.0,1.6148281415807095e-05
7.0,6.0,0.0,7969.0,0.0,1.0842114843408172e-05,0.0,0.0,9444.0,3.964887190135286e-05,0.0,0.0,34467.0,5.4575732330912764e-09,0.0,0.0,11770.0,1.4011360215447472e-09,0.0,0.0,104072.0,9.688968849484256e-06
7.0,7.0,0.0,7969.0,0.0,6.505268906044903e-06,0.0,0.0,9444.0,2.3789323140811715e-05,0.0,0.0,34467.0,3.2745439398547656e-09,0.0,0.0,11770.0,8.406816129268483e-10,0.0,0.0,104072.0,5.813381309690554e-06
7.0,8.0,0.0,7969.0,0.0,3.903161343626942e-06,0.0,0.0,9444.0,1.4273593884487029e-05,0.0,0.0,34467.0,1.964726363912859e-09,0.0,0.0,11770.0,5.04408967756109e-10,9.608999999999999e-06,1.0,104072.0,7.3316287858143315e-06
7.0,9.0,0.0,7969.0,0.0,2.341896806176165e-06,0.0,0.0,9444.0,8.564156330692216e-06,0.0,0.0,34467.0,1.1788358183477154e-09,0.0,0.0,11770.0,3.026453806536654e-10,0.0,0.0,104072.0,4.398977271488599e-06
7.0,10.0,0.0,7969.0,0.0,1.405138083705699e-06,0.0,0.0,9444.0,5.13849379841533e-06,0.0,0.0,34467.0,7.073014910086292e-10,0.0,0.0,11770.0,1.8158722839219923e-10,0.0,0.0,104072.0,2.6393863628931594e-06
7.0,11.0,0.0,7969.0,0.0,8.430828502234194e-07,0.0,0.0,9444.0,3.0830962790491977e-06,0.0,0.0,34467.0,4.2438089460517754e-10,0.0,0.0,11770.0,1.0895233703531953e-10,9.608999999999999e-06,1.0,104072.0,5.4272318177358955e-06
7.0,12.0,0.0,7969.0,0.0,5.058497101340516e-07,0.0,0.0,9444.0,1.8498577674295186e-06,0.0,0.0,34467.0,2.546285367631065e-10,0.0,0.0,11770.0,6.537140222119171e-11,0.0,0.0,104072.0,3.256339090641537e-06
7.0,13.0,0.0,7969.0,0.0,3.0350982608043097e-07,0.0,0.0,9444.0,1.1099146604577112e-06,0.0,0.0,34467.0,1.527771220578639e-10,0.0,0.0,11770.0,3.922284133271503e-11,0.0,0.0,104072.0,1.953803454384922e-06
7.0,14.0,0.0,7969.0,0.0,1.8210589564825858e-07,0.0,0.0,9444.0,6.659487962746266e-07,0.0,0.0,34467.0,9.166627323471833e-11,0.0,0.0,11770.0,2.3533704799629017e-11,0.0,0.0,104072.0,1.1722820726309533e-06
7.0,15.0,0.0,7969.0,0.0,1.0926353738895514e-07,0.0,0.0,9444.0,3.99569277764776e-07,0.0,0.0,34467.0,5.4999763940831e-11,0.0,0.0,11770.0,1.412022287977741e-11,0.0,0.0,104072.0,7.033692435785719e-07
7.0,16.0,0.0,7969.0,0.0,6.555812243337308e-08,0.0,0.0,9444.0,2.397415666588656e-07,0.0,0.0,34467.0,3.2999858364498595e-11,0.0,0.0,11770.0,8.472133727866445e-12,0.0,0.0,104072.0,4.2202154614714314e-07
7.0,17.0,0.0,7969.0,0.0,3.933487346002385e-08,0.0,0.0,9444.0,1.4384493999531934e-07,0.0,0.0,34467.0,1.9799915018699156e-11,0.0,0.0,11770.0,5.083280236719867e-12,0.0,0.0,104072.0,2.5321292768828585e-07
7.0,18.0,0.0,7969.0,0.0,2.3600924076014308e-08,0.0,0.0,9444.0,8.63069639971916e-08,0.0,0.0,34467.0,1.1879949011219493e-11,0.0,0.0,11770.0,3.04996814203192e-12,0.0,0.0,104072.0,1.519277566129715e-07
7.0,19.0,0.0,7969.0,0.0,1.4160554445608584e-08,0.0,0.0,9444.0,5.178417839831496e-08,0.0,0.0,34467.0,7.127969406731696e-12,0.0,0.0,11770.0,1.829980885219152e-12,9.608999999999999e-06,1.0,104072.0,3.934756653967783e-06
7.0,20.0,0.0,7969.0,0.0,8.49633266736515e-09,0.0,0.0,9444.0,3.107050703898897e-08,2.9013e-05,1.0,34467.0,1.1605204276781646e-05,0.0,0.0,11770.0,1.0979885311314912e-12,9.608999999999999e-06,1.0,104072.0,6.20445399238067e-06
7.0,21.0,0.0,7969.0,0.0,5.09779960041909e-09,0.0,0.0,9444.0,1.8642304223393383e-08,2.9013e-05,1.0,34467.0,1.8568322566068988e-05,0.0,0.0,11770.0,6.587931186788947e-13,0.0,0.0,104072.0,3.7226723954284016e-06
7.0,22.0,0.0,7969.0,0.0,3.0586797602514536e-09,0.00010588700000000001,1.0,9444.0,4.2365985382534044e-05,2.9013e-05,1.0,34467.0,2.2746193539641394e-05,0.0,0.0,11770.0,3.952758712073368e-13,0.0,0.0,104072.0,2.233603437257041e-06
7.0,23.0,0.0,7969.0,0.0,1.835207856150872e-09,0.0,0.0,9444.0,2.5419591229520425e-05,0.0,0.0,34467.0,1.3647716123784836e-05,0.0,0.0,11770.0,2.371655227244021e-13,0.0,0.0,104072.0,1.3401620623542244e-06
7.0,24.0,0.000125486,7969.0,1.0,5.0195501124713696e-05,0.0,0.0,9444.0,1.5251754737712254e-05,5.8027e-05,2.0,34467.0,3.1399429674270903e-05,0.0,0.0,11770.0,1.4229931363464125e-13,1.9217e-05,2.0,104072.0,8.490897237412536e-06
7.0,25.0,0.0,7969.0,0.0,3.0117300674828215e-05,0.00010588700000000001,1.0,9444.0,5.150585284262736e-05,0.000145066,5.0,34467.0,7.686605780456255e-05,0.0,0.0,11770.0,8.537958818078475e-14,0.000192175,20.0,104072.0,8.196453834244753e-05
7.0,26.0,0.0,7969.0,0.0,1.807038040489693e-05,0.000317662,3.0,9444.0,0.00015796831170557642,0.000232106,8.0,34467.0,0.00013896203468273755,0.0,0.0,11770.0,5.122775290847085e-14,0.00016334799999999998,17.0,104072.0,0.00011451792300546851
7.0,27.0,0.000501945,7969.0,4.0,0.00021162022824293815,0.000423549,4.0,9444.0,0.00026420058702334586,0.000435199,15.0,34467.0,0.00025745682080964257,0.0,0.0,11770.0,3.073665174508251e-14,0.000259436,27.0,104072.0,0.0001724851538032811
7.0,28.0,0.000250973,7969.0,2.0,0.00022736133694576288,0.000635324,6.0,9444.0,0.0004126499522140075,0.00031914599999999997,11.0,34467.0,0.00028213249248578554,8.4962e-05,1.0,11770.0,3.3984800018441995e-05,0.000345914,36.0,104072.0,0.00024185669228196866
7.0,29.0,0.00100389,7969.0,8.0,0.0005379728021674577,0.001800085,17.0,9444.0,0.0009676239713284046,0.0006382919999999999,22.0,34467.0,0.0004245962954914713,0.000254885,3.0,11770.0,0.0001223448800110652,0.000672611,70.0,104072.0,0.00041415841536918124
7.0,30.0,0.000501945,7969.0,4.0,0.0005235616813004747,0.001058873,10.0,9444.0,0.0010041235827970428,0.000754345,26.0,34467.0,0.0005564957772948828,0.000424809,5.0,11770.0,0.0002433305280066391,0.0005380890000000001,56.0,104072.0,0.0004637306492215088
7.0,31.0,0.000501945,7969.0,4.0,0.0005149150087802848,0.0014824229999999999,14.0,9444.0,0.0011954433496782256,0.000348159,12.0,34467.0,0.0004731610663769297,0.000169924,2.0,11770.0,0.00021396791680398345,0.000442002,46.0,104072.0,0.0004550391895329053
7.0,32.0,0.000125486,7969.0,1.0,0.0003591434052681709,0.001376535,13.0,9444.0,0.0012678800098069353,5.8027e-05,2.0,34467.0,0.00030710743982615785,8.4962e-05,1.0,11770.0,0.00016236555008239007,0.000980091,102.0,104072.0,0.0006650599137197433
7.0,33.0,0.0,7969.0,0.0,0.00021548604316090254,0.001164761,11.0,9444.0,0.0012266324058841612,0.000696318,24.0,34467.0,0.0004627916638956947,0.0,0.0,11770.0,9.741933004943404e-05,0.000614959,64.0,104072.0,0.0006450195482318459
7.0,34.0,0.000125486,7969.0,1.0,0.00017948602589654153,0.000635324,6.0,9444.0,0.0009901090435304968,0.00031914599999999997,11.0,34467.0,0.0004053333983374168,0.0,0.0,11770.0,5.845159802966042e-05,0.00032669700000000003,34.0,104072.0,0.0005176905289391075
7.0,35.0,0.0,7969.0,0.0,0.00010769161553792491,0.000423549,4.0,9444.0,0.000763485026118298,0.00037717199999999995,13.0,34467.0,0.00039406883900245006,0.0,0.0,11770.0,3.507095881779625e-05,0.00015374,16.0,104072.0,0.0003721103173634645
7.0,36.0,0.0,7969.0,0.0,6.461496932275494e-05,0.0007412110000000001,7.0,9444.0,0.0007545754156709788,0.000116053,4.0,34467.0,0.00028286250340147,0.0,0.0,11770.0,2.104257529067775e-05,5.7651999999999996e-05,6.0,104072.0,0.00024632699041807866
7.0,37.0,0.0,7969.0,0.0,3.8768981593652964e-05,0.0,0.0,9444.0,0.0004527452494025873,5.8027e-05,2.0,34467.0,0.000192928302040882,0.0,0.0,11770.0,1.262554517440665e-05,5.7651999999999996e-05,6.0,104072.0,0.00017085699425084717
7.0,38.0,0.0,7969.0,0.0,2.326138895619178e-05,0.0,0.0,9444.0,0.0002716471496415524,0.0,0.0,34467.0,0.0001157569812245292,0.0,0.0,11770.0,7.575327104643989e-06,5.7651999999999996e-05,6.0,104072.0,0.0001255749965505083
7.0,39.0,0.0,7969.0,0.0,1.3956833373715067e-05,0.000211775,2.0,9444.0,0.00024769828978493143,5.8027e-05,2.0,34467.0,9.266498873471752e-05,0.0,0.0,11770.0,4.545196262786393e-06,1.9217e-05,2.0,104072.0,8.303179793030497e-05
7.0,40.0,0.0,7969.0,0.0,8.37410002422904e-06,0.0,0.0,9444.0,0.00014861897387095886,2.9013e-05,1.0,34467.0,6.720419324083051e-05,0.0,0.0,11770.0,2.727117757671836e-06,1.9217e-05,2.0,104072.0,5.750587875818299e-05
7.0,41.0,0.0,7969.0,0.0,5.024460014537424e-06,0.0,0.0,9444.0,8.917138432257531e-05,0.000203093,7.0,34467.0,0.00012155971594449831,0.0,0.0,11770.0,1.6362706546031016e-06,0.0,1.0,104072.0,3.450352725490979e-05
7.0,42.0,0.0,7969.0,0.0,3.0146760087224542e-06,0.0,0.0,9444.0,5.3502830593545186e-05,0.0,0.0,34467.0,7.293582956669899e-05,0.0,0.0,11770.0,9.817623927618608e-07,0.0,0.0,104072.0,2.0702116352945873e-05
